Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Loyalty,Age,Children,Spent,TotalAcceptedCmp,MaritalStatus,Family_Size
Postgraduate,52614.0,63,2,2,4,8,8,0,0,512,39,1,990,0,Single,2
Undergraduate,35684.0,66,1,1,0,3,6,0,0,2,30,1,30,0,Married,3
Postgraduate,29548.0,52,1,1,1,2,4,0,0,252,44,1,29,1,Single,2
Graduate,63810.0,45,4,4,3,12,8,0,0,550,48,1,1371,1,Single,2
Postgraduate,38578.0,2,3,3,0,3,8,0,1,370,42,2,73,0,Single,3
Postgraduate,46098.0,86,4,3,2,2,8,0,0,594,39,2,120,0,Single,3
Graduate,22585.0,23,1,1,1,2,9,0,1,445,44,0,81,1,Single,1
Graduate,30279.0,13,1,1,0,3,8,0,0,533,25,1,37,0,Single,2
Postgraduate,66426.0,14,2,3,5,10,6,0,0,256,53,1,1377,0,Married,3
Graduate,30822.0,92,1,1,0,3,7,0,0,288,45,1,51,0,Single,2
Postgraduate,33581.0,38,1,1,0,2,8,0,0,499,45,2,17,0,Married,4
Graduate,19986.0,74,1,0,0,3,7,0,0,153,29,1,22,0,Married,3
Graduate,27421.0,14,3,4,1,6,7,0,0,550,60,0,324,0,Single,1
Postgraduate,36143.0,33,1,0,1,2,3,0,0,58,33,1,19,0,Single,2
Graduate,10245.0,32,3,1,2,2,5,0,0,378,43,1,41,0,Single,2
Postgraduate,43795.0,11,3,7,3,4,7,0,1,245,46,1,492,1,Married,3
Graduate,63381.0,78,4,4,5,13,2,0,0,554,54,1,1005,0,Married,3
Graduate,38823.0,56,1,2,1,3,6,0,0,612,65,1,114,0,Married,3
Postgraduate,83664.0,57,3,2,2,12,5,0,0,360,46,2,1173,0,Single,3
Graduate,90300.0,7,0,5,6,8,1,0,0,170,35,0,1738,1,Married,2
Postgraduate,62499.0,0,2,3,1,6,4,0,0,202,35,1,222,0,Married,3
Graduate,74293.0,66,1,5,4,6,2,0,0,-10,21,0,1127,0,Single,1
Postgraduate,51012.0,86,1,4,1,4,6,0,0,351,68,0,209,0,Married,2
Postgraduate,70777.0,80,3,5,3,12,3,0,0,44,46,1,787,0,Married,3
Postgraduate,68682.0,56,1,4,9,10,2,0,0,210,23,0,1598,0,Married,2
Graduate,43824.0,18,4,3,1,4,8,0,0,634,43,2,186,0,Married,4
Graduate,15345.0,51,2,1,1,2,8,0,1,616,30,1,47,0,Married,3
Graduate,23442.0,71,1,1,0,3,7,0,0,481,27,1,27,0,Single,2
Undergraduate,14515.0,71,4,2,2,3,7,0,1,526,34,1,96,0,Married,3
Undergraduate,31395.0,80,4,2,1,3,6,0,0,383,58,2,64,0,Single,3
Graduate,75276.0,2,1,9,4,9,5,0,0,638,49,0,1040,0,Married,2
Graduate,42373.0,83,5,2,1,5,5,0,0,235,40,2,163,0,Single,3
Graduate,30507.0,29,1,5,1,4,7,0,0,446,54,0,343,0,Married,2
Graduate,48006.0,55,1,1,0,3,6,0,0,-35,49,2,41,0,Married,4
Postgraduate,27213.0,19,3,2,0,4,8,0,1,649,42,1,70,0,Single,2
Postgraduate,65808.0,1,3,5,1,5,6,0,0,29,43,2,272,0,Single,3
Postgraduate,30351.0,19,1,3,0,2,9,0,0,369,40,1,46,0,Married,3
Graduate,50437.0,28,3,7,1,8,7,0,0,592,51,2,490,0,Married,4
Undergraduate,23616.0,76,2,3,0,3,8,0,1,513,32,1,79,0,Single,2
Graduate,53858.0,50,4,4,3,6,4,0,0,547,38,1,915,0,Married,3
Postgraduate,66465.0,1,3,11,9,12,6,0,0,455,59,1,1485,1,Married,3
Graduate,46923.0,90,3,5,1,7,7,0,0,586,27,1,369,0,Single,2
Graduate,75072.0,83,2,5,4,8,3,0,0,439,52,1,1073,0,Married,3
Postgraduate,75865.0,73,1,3,5,10,1,0,0,17,71,0,1242,0,Married,2
Undergraduate,19789.0,24,3,2,1,3,5,0,0,197,39,1,78,1,Married,3
Graduate,80134.0,11,1,2,7,11,5,0,0,124,20,0,1378,4,Married,2
Graduate,91065.0,33,1,7,9,9,3,0,1,459,33,0,1474,2,Single,1
Postgraduate,37401.0,14,2,2,0,3,7,0,0,40,41,1,48,0,Married,3
Postgraduate,18492.0,75,1,1,0,2,8,0,0,-51,32,1,10,0,Married,3
Postgraduate,82584.0,26,1,3,4,8,1,0,1,364,40,0,1435,2,Married,2
Graduate,48686.0,8,1,1,0,2,8,0,0,199,61,3,20,0,Married,5
Graduate,92910.0,42,1,6,7,13,1,0,0,24,28,0,1795,3,Married,2
Graduate,75433.0,28,2,2,5,10,6,0,0,57,25,1,1188,2,Married,3
Undergraduate,10404.0,52,2,1,0,4,5,0,0,4,25,1,43,0,Married,3
Graduate,61314.0,1,2,5,5,12,3,0,0,429,46,1,1008,0,Married,3
Postgraduate,84865.0,1,1,2,4,9,4,0,1,415,53,0,1688,4,Single,1
Graduate,42387.0,42,5,8,1,7,8,0,0,566,25,1,684,0,Married,3
Graduate,75236.0,27,1,8,3,13,4,0,0,189,50,1,1068,0,Married,3
Graduate,30015.0,28,2,1,0,4,5,0,0,119,44,1,57,0,Single,2
Postgraduate,50943.0,49,1,1,0,3,5,0,0,324,58,1,46,0,Married,3
Graduate,67272.0,12,3,6,2,12,5,0,0,178,48,1,733,0,Single,2
Postgraduate,51529.0,14,2,9,1,5,8,0,0,281,65,1,467,0,Single,2
Postgraduate,32011.0,89,3,2,1,4,7,0,0,222,43,1,122,0,Married,3
Undergraduate,7500.0,96,2,2,0,3,8,0,0,411,28,1,36,0,Married,3
Graduate,28691.0,56,1,1,0,3,8,0,0,304,25,1,34,0,Married,3
Postgraduate,56223.0,72,2,2,1,5,4,0,0,119,66,1,156,0,Married,3
Graduate,18100.0,14,1,0,0,3,5,0,0,313,68,0,14,0,Married,2
Undergraduate,20130.0,99,1,1,0,3,8,0,0,5,40,0,34,0,Married,2
Graduate,23295.0,72,1,1,0,2,8,0,0,279,55,0,20,0,Single,1
Postgraduate,42618.0,92,2,5,0,4,8,0,0,171,42,1,192,0,Single,2
Graduate,81246.0,87,1,4,5,7,1,0,0,95,50,0,1379,2,Single,1
Graduate,24027.0,7,2,2,0,3,8,0,0,378,38,1,48,0,Married,3
Postgraduate,55707.0,91,2,3,2,9,3,0,0,98,61,1,428,0,Married,3
Graduate,57959.0,71,5,4,7,11,3,0,0,352,59,1,868,0,Single,2
Graduate,56796.0,24,3,8,9,7,7,0,0,474,45,1,1001,0,Married,3
Postgraduate,36230.0,17,1,2,0,4,5,0,0,238,43,1,59,0,Single,2
Undergraduate,70829.0,87,2,4,2,8,3,0,0,123,34,2,431,0,Married,4
Graduate,65991.0,21,3,9,5,10,7,0,0,639,38,1,971,0,Married,3
Undergraduate,89572.0,44,1,7,7,9,4,0,1,608,48,0,2059,2,Single,1
Postgraduate,42207.0,71,4,4,1,5,6,0,1,383,30,1,265,1,Married,3
Graduate,50300.0,52,2,2,1,8,2,0,0,-17,62,1,270,0,Married,3
Undergraduate,66664.0,78,1,5,7,6,3,0,0,564,32,0,1289,0,Married,2
Graduate,60597.0,2,4,2,2,8,7,0,1,177,50,1,893,1,Married,3
Graduate,70165.0,60,1,3,7,11,1,0,0,220,65,0,926,0,Single,1
Postgraduate,50520.0,25,2,3,1,3,6,0,0,127,56,1,135,0,Single,2
Graduate,33183.0,46,2,4,0,3,7,0,0,79,39,1,120,0,Married,3
Postgraduate,66582.0,83,1,2,8,9,1,0,0,35,45,0,1288,0,Single,1
Postgraduate,75261.0,17,1,5,6,5,2,0,1,415,59,0,1743,2,Married,2
Graduate,31880.0,13,1,1,0,2,8,0,0,593,44,1,15,0,Single,2
Graduate,53790.0,86,3,7,2,8,6,0,0,29,63,2,542,0,Married,4
Postgraduate,49269.0,92,3,7,3,12,7,0,0,591,43,1,890,0,Married,3
Graduate,37406.0,18,1,1,0,2,8,0,1,244,34,1,17,0,Married,3
Graduate,38415.0,91,2,1,0,3,7,0,0,452,36,2,44,0,Married,4
Graduate,20518.0,58,1,1,1,2,5,0,0,-16,26,1,25,0,Single,2
Graduate,62503.0,40,4,8,3,11,5,0,0,456,58,1,973,0,Married,3
Postgraduate,41644.0,67,2,1,0,3,3,0,0,-16,42,2,31,0,Single,3
Postgraduate,55842.0,19,1,7,1,8,5,0,0,18,37,1,518,0,Married,3
Postgraduate,62010.0,93,4,6,2,7,5,0,0,521,42,1,530,0,Married,3
Postgraduate,38961.0,60,1,2,1,2,7,0,0,121,41,1,70,0,Married,3
Postgraduate,37760.0,54,1,2,0,3,6,0,0,268,42,1,54,0,Single,2
Graduate,32233.0,26,2,6,2,2,9,0,1,653,40,1,296,1,Single,2
Graduate,43057.0,30,4,4,2,5,5,0,0,212,39,1,266,0,Married,3
Postgraduate,83151.0,93,1,5,9,4,3,0,0,534,54,0,747,0,Married,2
Postgraduate,65104.0,4,2,3,5,7,7,0,0,223,38,1,1053,0,Married,3
Graduate,60093.0,92,2,7,2,10,6,0,0,276,40,1,735,0,Married,3
Graduate,14045.0,24,1,1,0,3,7,0,0,130,45,1,20,0,Married,3
Undergraduate,28457.0,96,1,4,1,4,8,0,0,513,62,0,205,0,Single,1
Postgraduate,78952.0,11,2,2,5,12,6,0,0,632,56,1,2092,0,Married,3
Graduate,46310.0,99,2,6,1,5,8,0,0,474,38,1,309,0,Single,2
Graduate,76005.0,72,1,3,5,13,6,0,0,420,59,0,1722,1,Married,2
Postgraduate,58308.0,77,4,2,6,3,8,0,0,456,50,1,900,0,Single,2
Postgraduate,55614.0,85,1,9,4,6,7,0,0,129,70,0,682,1,Single,1
Postgraduate,59432.0,88,3,5,3,11,5,0,0,354,52,1,663,0,Single,2
Graduate,55563.0,22,1,2,0,3,3,0,0,63,36,1,43,0,Single,2
Postgraduate,78642.0,83,1,4,9,4,6,0,0,351,43,1,1816,0,Married,3
Postgraduate,67911.0,63,3,6,7,11,3,0,0,-25,65,1,976,0,Married,3
Graduate,65275.0,9,1,4,3,13,2,0,0,443,70,0,746,0,Married,2
Graduate,27203.0,92,2,1,1,2,8,0,0,600,64,2,64,0,Married,4
Postgraduate,48330.0,2,1,1,0,3,5,0,0,224,53,1,32,0,Married,3
Undergraduate,24279.0,6,1,4,1,3,8,0,0,541,24,0,263,0,Married,2
Postgraduate,64355.0,66,2,4,3,12,8,0,0,608,29,1,1445,0,Married,3
Graduate,53653.0,29,2,10,4,12,6,0,0,570,61,0,1210,0,Single,1
Graduate,81217.0,77,1,3,7,11,1,0,0,268,25,0,1157,0,Single,1
Graduate,34935.0,71,1,2,1,4,7,0,0,302,22,0,137,0,Married,2
Postgraduate,39665.0,97,3,4,2,3,7,0,0,303,33,1,216,1,Married,3
Graduate,60152.0,6,1,6,4,12,3,0,0,452,35,1,943,0,Single,2
Graduate,48920.0,93,3,6,2,5,7,0,0,159,50,2,347,1,Married,4
Postgraduate,89120.0,78,1,5,6,7,1,0,0,26,55,0,1924,1,Married,2
Postgraduate,44124.0,62,4,6,2,5,8,0,0,352,68,1,397,0,Married,3
Postgraduate,81169.0,47,1,5,7,9,2,0,0,394,39,0,2089,0,Single,1
Graduate,36443.0,9,4,3,1,3,8,0,0,502,53,2,138,0,Married,4
Graduate,26095.0,77,1,1,0,3,7,0,0,287,24,1,42,0,Single,2
Graduate,71367.0,24,1,4,5,7,2,0,0,286,55,0,777,0,Married,2
Postgraduate,80184.0,19,1,6,3,10,3,0,0,101,70,0,1902,2,Married,2
Graduate,30630.0,67,2,2,0,3,7,0,0,86,49,2,52,0,Single,3
Postgraduate,73454.0,95,1,2,4,6,5,0,0,25,27,0,1651,1,Single,1
Graduate,42691.0,48,1,5,1,6,5,0,0,269,23,0,358,0,Married,2
Graduate,70503.0,73,1,2,4,9,6,0,0,564,61,0,1727,2,Married,2
Graduate,25545.0,35,3,2,2,3,6,0,1,624,27,1,210,0,Married,3
Graduate,32880.0,76,1,1,0,3,8,0,0,496,28,1,42,0,Married,3
Postgraduate,77863.0,20,1,4,5,10,2,0,0,194,56,0,1291,0,Married,2
Postgraduate,50353.0,72,1,4,4,6,3,0,0,-51,37,0,442,0,Married,2
Graduate,61839.0,20,1,4,8,4,8,0,0,666,50,0,1895,0,Single,1
Undergraduate,47682.0,80,4,4,3,8,5,0,0,419,39,1,521,0,Single,2
Graduate,72679.0,65,1,4,7,5,1,0,0,219,45,1,1168,0,Single,2
Graduate,65316.0,65,2,3,2,5,4,0,0,366,52,2,260,0,Married,4
Graduate,28567.0,57,2,2,0,3,6,0,0,320,32,1,46,0,Single,2
Postgraduate,47352.0,70,4,6,1,5,7,0,0,374,63,1,319,0,Married,3
Graduate,44931.0,0,1,2,1,3,5,0,0,162,47,1,96,0,Married,3
Graduate,76982.0,19,1,8,3,4,4,0,1,115,47,0,1062,1,Single,1
Undergraduate,57247.0,50,2,2,1,7,2,0,0,275,62,1,232,0,Married,3
Postgraduate,22944.0,67,3,3,0,3,7,0,0,121,33,1,76,0,Single,2
Undergraduate,25315.0,46,3,3,0,3,8,0,0,188,37,1,54,0,Married,3
Graduate,43638.0,37,2,4,1,4,7,0,0,655,45,1,201,0,Single,2
Postgraduate,42710.0,38,2,4,5,3,6,0,0,540,30,1,406,0,Single,2
Postgraduate,84169.0,9,1,7,6,6,3,0,1,317,32,0,1919,2,Married,2
Graduate,54058.0,56,2,4,6,8,3,0,0,334,38,1,662,0,Married,3
Undergraduate,24683.0,98,2,2,0,4,5,0,0,15,24,1,41,0,Married,3
Graduate,85620.0,68,1,3,6,4,1,0,1,105,50,0,1600,0,Single,1
Graduate,47850.0,72,1,3,0,4,6,0,0,136,34,1,134,0,Married,3
Graduate,19514.0,47,4,3,1,2,8,0,1,107,46,2,69,1,Married,4
Postgraduate,27159.0,33,2,1,0,3,6,0,0,59,41,2,21,0,Married,4
Undergraduate,39548.0,87,2,1,1,3,3,0,0,3,51,2,54,0,Single,3
Graduate,21474.0,0,2,3,1,2,7,0,1,82,25,1,91,1,Single,2
Postgraduate,60504.0,73,2,6,2,8,6,0,0,69,43,1,526,0,Single,2
Graduate,22419.0,74,1,3,2,2,8,0,0,363,51,0,162,0,Married,2
Postgraduate,81698.0,4,1,3,8,13,1,0,1,231,65,0,1008,0,Married,2
Postgraduate,54880.0,57,2,6,2,11,5,0,0,428,36,1,795,0,Single,2
Graduate,79908.0,30,1,5,6,7,2,0,0,420,32,0,1772,1,Married,2
Undergraduate,15315.0,27,2,2,0,4,5,0,0,303,44,0,64,0,Married,2
Graduate,33039.0,4,1,2,0,4,5,0,0,289,36,1,78,0,Married,3
Graduate,81741.0,75,0,6,6,7,2,0,0,303,34,0,1572,0,Single,1
Postgraduate,71499.0,12,2,8,3,13,4,0,0,357,43,1,795,0,Married,3
Undergraduate,62466.0,13,5,6,3,12,4,0,0,152,44,1,889,0,Married,3
Postgraduate,48799.0,9,3,3,2,7,3,0,0,227,51,1,331,0,Single,2
Postgraduate,52157.0,48,2,3,2,5,4,0,0,-26,64,1,265,0,Married,3
Graduate,66565.0,80,4,4,2,9,8,0,0,491,52,1,1065,0,Single,2
Postgraduate,29298.0,60,1,1,0,2,5,0,0,235,63,2,11,0,Married,4
Graduate,47691.0,43,1,1,0,2,6,0,0,316,35,1,21,0,Single,2
Graduate,38200.0,19,1,1,0,2,7,0,0,550,44,2,17,0,Married,4
Graduate,44989.0,26,5,5,1,5,6,0,0,629,40,1,369,0,Married,3
Postgraduate,38443.0,58,2,1,0,3,7,0,0,95,46,2,38,0,Married,4
Undergraduate,38593.0,42,3,4,1,3,8,0,0,247,36,1,177,0,Single,2
Postgraduate,64413.0,27,1,5,1,5,5,0,0,305,44,1,279,0,Married,3
Postgraduate,36959.0,56,2,2,0,3,8,0,0,214,33,1,62,0,Married,3
Postgraduate,61996.0,27,3,6,4,8,5,0,1,487,37,1,1230,3,Married,3
Graduate,51287.0,10,3,4,1,3,7,0,0,79,46,2,182,0,Married,4
Graduate,13260.0,48,4,3,0,3,8,0,0,262,44,2,49,0,Married,4
Postgraduate,47472.0,39,2,2,0,4,5,0,0,247,48,2,75,0,Married,4
Postgraduate,45207.0,64,5,3,1,6,6,0,0,532,40,2,215,1,Married,4
Undergraduate,47821.0,54,1,1,0,3,8,0,0,198,47,2,47,0,Married,4
Postgraduate,27450.0,57,1,2,1,3,7,0,0,383,63,0,143,0,Married,2
Graduate,39453.0,64,2,2,0,3,6,0,0,23,31,1,55,0,Married,3
Undergraduate,26850.0,10,4,2,1,4,4,0,0,62,43,2,63,0,Married,4
Postgraduate,61794.0,74,2,4,4,10,2,0,0,214,53,1,611,0,Married,3
Graduate,53863.0,4,3,7,1,7,7,0,0,39,59,1,473,1,Married,3
Graduate,24221.0,94,1,1,1,3,4,0,0,219,55,0,55,0,Married,2
Postgraduate,39684.0,41,2,2,1,2,7,1,1,584,30,1,81,0,Single,2
Postgraduate,69882.0,94,1,3,7,9,1,0,0,137,49,0,1478,0,Single,1
Graduate,33178.0,9,1,1,0,3,4,0,0,141,37,1,49,0,Married,3
Postgraduate,59973.0,47,1,3,4,7,1,0,0,244,42,0,382,0,Married,2
Postgraduate,17459.0,12,3,3,1,2,7,0,1,271,39,1,69,0,Married,3
Graduate,23910.0,80,1,2,0,3,7,0,0,531,45,1,67,0,Single,2
Postgraduate,42169.0,20,2,1,0,3,8,0,0,233,45,2,30,0,Married,4
Undergraduate,26224.0,39,3,2,1,3,6,0,0,351,36,1,63,0,Married,3
Graduate,31089.0,57,3,3,0,4,8,0,0,624,33,1,79,0,Married,3
Graduate,30081.0,27,1,1,0,3,7,0,0,466,53,1,42,0,Single,2
Graduate,62807.0,83,3,5,3,12,5,0,0,584,54,1,819,0,Married,3
Graduate,72906.0,79,1,3,4,9,1,0,0,206,59,0,1151,0,Single,1
Postgraduate,61467.0,69,3,5,2,10,5,0,0,498,66,2,594,0,Married,4
Postgraduate,49618.0,77,4,3,1,3,7,0,0,442,48,2,129,0,Married,4
Postgraduate,21888.0,15,4,5,1,2,10,0,1,532,28,1,213,0,Single,2
Graduate,26150.0,61,1,1,0,3,7,0,0,414,58,3,28,0,Single,4
Undergraduate,30801.0,23,2,1,0,3,7,0,0,588,39,1,45,0,Married,3
Graduate,81168.0,84,1,6,4,7,3,0,0,-31,49,0,1193,1,Married,2
Postgraduate,26877.0,74,2,3,1,6,6,0,0,240,45,0,268,0,Single,1
Postgraduate,45006.0,90,1,3,1,7,3,0,0,256,70,0,266,0,Single,1
Undergraduate,18978.0,41,1,1,0,3,8,0,0,524,41,1,37,0,Married,3
Postgraduate,48240.0,73,3,6,3,13,5,0,1,524,45,0,882,0,Single,1
Graduate,45837.0,88,5,6,2,5,7,0,0,250,40,2,373,0,Married,4
Postgraduate,35791.0,94,2,1,0,3,8,0,0,325,49,3,35,0,Single,4
Graduate,54162.0,31,1,1,0,3,4,0,0,437,36,2,42,0,Single,3
Postgraduate,30522.0,6,5,1,2,9,2,0,0,675,54,1,326,0,Married,3
Postgraduate,54456.0,23,3,6,1,7,6,0,0,330,53,1,404,0,Married,3
Graduate,31632.0,92,1,2,1,2,7,0,0,258,43,0,95,0,Single,1
Graduate,72298.0,52,1,4,3,6,1,0,0,59,65,0,939,2,Single,1
Undergraduate,36975.0,50,1,1,0,3,7,0,0,133,36,1,33,0,Single,2
Undergraduate,72635.0,54,1,6,8,6,3,0,0,337,59,0,981,1,Married,2
Graduate,13624.0,93,2,2,0,3,6,0,0,432,38,1,36,0,Married,3
Graduate,84196.0,56,1,8,4,7,3,0,0,335,39,1,1237,0,Single,2
Postgraduate,34487.0,94,3,3,0,3,9,0,0,567,37,2,103,0,Single,3
Graduate,28769.0,76,3,4,1,4,9,0,0,482,37,1,191,0,Single,2
Postgraduate,69084.0,43,2,7,3,13,8,0,0,179,44,1,1586,0,Married,3
Postgraduate,65488.0,46,1,3,4,6,1,0,0,-30,56,0,963,0,Married,2
Undergraduate,32218.0,27,1,2,1,3,7,0,1,107,54,0,93,1,Single,1
Graduate,83917.0,12,1,6,7,7,3,0,1,425,41,0,1587,0,Single,1
Graduate,46102.0,3,1,1,0,2,7,0,0,108,52,3,16,0,Single,4
Graduate,56181.0,6,1,4,2,7,4,0,0,531,52,1,393,0,Married,3
Postgraduate,63120.0,53,5,8,4,9,7,0,1,586,64,1,1477,0,Single,2
Graduate,73691.0,58,2,6,2,8,2,0,0,177,43,1,1179,1,Married,3
Postgraduate,76140.0,57,1,5,9,6,2,0,0,-10,66,0,1348,0,Married,2
Postgraduate,62859.0,37,4,9,4,6,6,0,0,509,55,1,1307,0,Single,2
Graduate,45906.0,20,2,5,4,4,5,0,0,398,50,1,486,1,Single,2
Postgraduate,77632.0,73,1,4,2,6,2,0,1,403,67,0,2252,2,Married,2
Graduate,105471.0,36,0,9,8,13,3,0,1,488,44,0,1724,2,Married,2
Postgraduate,55282.0,9,1,3,1,6,4,0,0,189,44,1,235,0,Single,2
Postgraduate,78710.0,42,3,7,6,12,4,0,0,-5,37,1,1092,0,Married,3
Graduate,66886.0,28,2,7,1,7,5,0,0,258,56,1,599,0,Married,3
Postgraduate,98777.0,23,0,4,6,9,1,0,0,109,54,0,2008,1,Single,1
Graduate,29103.0,38,2,1,0,3,9,0,0,633,29,1,48,0,Married,3
Graduate,67445.0,63,5,9,6,12,6,0,0,623,40,1,1174,0,Married,3
Postgraduate,50616.0,71,1,1,1,4,2,0,0,6,64,1,67,0,Married,3
Graduate,49431.0,9,2,7,1,5,8,0,0,686,59,1,365,0,Single,2
Graduate,61278.0,87,2,3,1,4,6,0,0,89,61,1,165,0,Married,3
Postgraduate,73059.0,36,1,9,3,13,4,0,0,266,67,1,1095,0,Married,3
Postgraduate,46734.0,86,4,3,2,3,6,0,0,165,48,3,223,1,Single,4
Graduate,56253.0,83,4,7,2,9,6,0,0,486,51,1,597,0,Married,3
Graduate,58330.0,87,1,6,4,13,4,0,0,99,39,1,1064,0,Single,2
Undergraduate,25965.0,29,1,2,0,3,8,0,0,631,34,0,74,0,Married,2
Postgraduate,14661.0,88,1,1,0,3,6,0,0,456,58,0,26,0,Married,2
Graduate,18690.0,77,1,1,1,2,8,0,0,471,55,0,60,0,Married,2
Postgraduate,45068.0,25,1,1,0,2,7,0,0,384,40,1,20,0,Married,3
Undergraduate,21063.0,34,2,2,0,3,6,0,0,243,27,1,59,0,Single,2
Postgraduate,29187.0,43,1,1,0,3,8,0,0,373,46,1,34,0,Married,3
Undergraduate,54690.0,76,3,3,1,5,3,0,0,158,43,2,198,0,Married,4
Postgraduate,59304.0,81,3,7,8,10,5,0,0,254,50,1,1048,0,Married,3
Postgraduate,59247.0,87,5,5,2,9,6,0,0,146,52,2,574,0,Single,3
Graduate,66731.0,33,4,4,3,6,3,0,0,622,44,1,1029,0,Single,2
Graduate,77353.0,38,2,6,4,8,4,0,0,157,34,1,670,0,Married,3
Graduate,26751.0,26,1,1,0,2,8,0,0,12,40,2,11,0,Married,4
Postgraduate,81300.0,17,3,10,3,5,5,0,1,590,51,1,1241,1,Married,3
Graduate,70337.0,75,1,2,2,12,1,0,0,103,35,0,576,0,Single,1
Undergraduate,36145.0,13,4,4,1,3,9,0,1,365,29,1,172,1,Married,3
Postgraduate,65295.0,19,1,3,3,13,2,0,0,169,34,0,664,0,Single,1
Graduate,68118.0,51,2,8,9,4,6,0,0,203,51,1,928,0,Single,2
Graduate,68743.0,81,1,11,5,13,7,0,0,587,47,0,2074,0,Single,1
Undergraduate,41039.0,32,1,8,1,5,8,0,0,307,32,0,467,0,Married,2
Graduate,38946.0,84,2,3,1,6,5,0,0,164,59,1,257,0,Married,3
Graduate,65777.0,87,1,2,8,6,1,0,0,105,47,0,1146,0,Married,2
Postgraduate,66476.0,99,2,5,2,11,4,0,0,380,38,1,689,0,Single,2
Postgraduate,86857.0,96,1,5,6,10,2,0,1,559,42,0,2114,0,Single,1
Postgraduate,77845.0,40,1,3,5,12,1,0,0,4,25,0,1346,2,Married,2
Postgraduate,69476.0,3,1,4,6,4,2,0,0,269,45,0,1044,0,Married,2
Graduate,61209.0,73,1,5,3,4,2,0,0,235,44,0,957,0,Single,1
Postgraduate,42315.0,90,3,1,4,4,3,0,0,262,56,1,270,0,Married,3
Undergraduate,13084.0,29,1,1,0,3,6,0,0,210,62,0,29,0,Married,2
Postgraduate,47570.0,3,3,2,2,2,7,0,1,393,65,2,121,0,Single,3
Postgraduate,61923.0,94,1,2,1,4,3,0,0,244,53,2,126,0,Married,4
Graduate,34824.0,65,1,1,0,2,6,0,0,30,19,0,23,0,Single,1
Postgraduate,26518.0,33,3,2,0,3,8,0,1,414,65,2,57,0,Single,3
Graduate,45938.0,46,2,8,4,6,6,0,0,192,53,0,636,0,Single,1
Graduate,78468.0,29,1,10,7,10,4,0,0,52,54,0,1004,1,Married,2
Graduate,78901.0,99,3,9,3,5,4,0,0,186,41,1,734,0,Single,2
Graduate,71427.0,26,2,8,2,8,4,0,0,83,36,2,614,0,Married,4
Graduate,71022.0,30,3,5,2,11,8,0,0,108,36,1,1453,1,Single,2
Postgraduate,90247.0,27,1,3,4,7,1,0,1,34,26,0,1621,3,Single,1
Postgraduate,41335.0,24,3,4,1,4,7,0,0,161,46,1,187,0,Single,2
Postgraduate,35682.0,34,1,1,1,3,2,0,0,-32,44,1,57,0,Single,2
Graduate,43185.0,88,2,9,3,6,8,0,0,357,63,1,637,0,Single,2
Postgraduate,66375.0,96,3,2,4,5,7,0,0,124,66,1,948,1,Married,3
Graduate,25252.0,26,1,1,0,2,8,0,0,326,28,1,18,0,Married,3
Postgraduate,55250.0,49,4,7,5,10,5,0,0,567,49,1,903,0,Single,2
Graduate,33249.0,11,2,2,1,3,6,0,0,483,39,1,112,0,Single,2
Graduate,58398.0,44,3,5,4,8,4,0,0,367,61,0,596,0,Married,2
Graduate,50272.0,75,3,4,1,5,7,0,0,251,32,1,233,0,Married,3
Postgraduate,76618.0,64,1,3,2,5,1,0,0,505,39,0,1511,0,Married,2
Undergraduate,87305.0,19,1,5,3,8,2,0,1,625,54,0,1152,1,Single,1
Graduate,25851.0,45,2,2,0,3,7,0,0,458,36,1,48,0,Married,3
Graduate,45160.0,9,1,1,0,2,7,0,0,83,56,2,21,0,Single,3
Postgraduate,74806.0,1,2,5,4,5,4,0,0,556,49,1,965,0,Married,3
Graduate,59111.0,90,1,11,1,8,7,0,0,333,60,0,869,0,Married,2
Postgraduate,18988.0,43,2,1,0,3,7,0,0,-6,30,1,16,0,Married,3
Graduate,72190.0,79,1,5,6,4,3,0,0,422,49,0,1947,0,Married,2
Graduate,7500.0,19,5,4,1,2,9,0,1,678,38,1,71,1,Married,3
Graduate,80395.0,62,1,6,5,12,2,0,0,156,59,0,1380,1,Married,2
Postgraduate,75012.0,41,1,3,8,11,1,0,0,114,38,0,1027,0,Single,1
Graduate,89891.0,17,1,11,6,8,4,0,0,423,23,0,836,1,Married,2
Postgraduate,35946.0,24,1,0,0,3,5,0,0,251,65,2,11,0,Single,3
Postgraduate,45072.0,74,5,6,1,4,8,0,0,182,66,3,284,0,Single,4
Graduate,89694.0,22,3,4,3,4,5,0,0,241,41,2,1472,3,Single,3
Graduate,72025.0,46,1,4,8,13,2,0,1,15,65,0,1677,3,Married,2
Graduate,67432.0,69,2,8,5,4,4,0,0,388,41,1,1335,0,Married,3
Postgraduate,70545.0,29,1,4,1,7,2,0,0,-3,62,1,334,0,Married,3
Undergraduate,17487.0,37,1,1,0,2,7,0,0,431,25,1,18,0,Married,3
Graduate,62882.0,26,2,7,5,6,4,0,0,663,45,1,1338,0,Married,3
Postgraduate,64108.0,8,4,6,9,11,5,0,0,455,61,1,1099,0,Single,2
Postgraduate,34941.0,26,2,3,0,3,8,0,0,454,58,2,97,0,Married,4
